Date,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
2013-11-25,11,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,255,575","3,082,318","173,257",5.3,11.0,47900.0
2013-11-26,11,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,255,575","3,082,318","173,257",5.3,11.0,47900.0
2013-11-27,11,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,255,575","3,082,318","173,257",5.3,11.0,47900.0
2013-11-28,11,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,255,575","3,082,318","173,257",5.3,11.0,47900.0
2013-11-29,11,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,255,575","3,082,318","173,257",5.3,11.0,47900.0
2013-11-30,11,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,255,575","3,082,318","173,257",5.3,11.0,47900.0
2013-12-01,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-02,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-03,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-04,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-05,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-06,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-07,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-08,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-09,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-10,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-11,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-12,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-13,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-14,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-15,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-16,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-17,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-18,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-19,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-20,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-21,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-22,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-23,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-24,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-25,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-26,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-27,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-28,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-29,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-30,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2013-12-31,12,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,252,092","3,082,700","169,392",5.2,11.0,47900.0
2014-01-01,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-02,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-03,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-04,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-05,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-06,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-07,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-08,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-09,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-10,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-11,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-12,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-13,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-14,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-15,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-16,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-17,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-18,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-19,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-20,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-21,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-22,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-23,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-24,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-25,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-26,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-27,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-28,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-29,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-30,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-01-31,1,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,254,512","3,086,662","167,850",5.2,11.0,47900.0
2014-02-01,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-02,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-03,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-04,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-05,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-06,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-07,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-08,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-09,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-10,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-11,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-12,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-13,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-14,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-15,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-16,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-17,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-18,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-19,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-20,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-21,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-22,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-23,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-24,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-25,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-26,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-27,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-02-28,2,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,261,424","3,091,765","169,659",5.2,11.0,47900.0
2014-03-01,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-02,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-03,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-04,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-05,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-06,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-07,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-08,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-09,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-10,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-11,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-12,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-13,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-14,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-15,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-16,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-17,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-18,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-19,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-20,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-21,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-22,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-23,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-24,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-25,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-26,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-27,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-28,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-29,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-30,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-03-31,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
2014-04-01,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-02,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-03,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-04,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-05,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-06,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-07,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-08,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-09,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-10,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-11,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-12,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-13,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-14,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-15,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-16,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-17,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-18,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-19,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-20,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-21,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-22,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-23,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-24,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-25,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-26,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-27,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-28,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-29,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-04-30,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
2014-05-01,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-02,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-03,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-04,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-05,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-06,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-07,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-08,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-09,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-10,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-11,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-12,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-13,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-14,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-15,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-16,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-17,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-18,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-19,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-20,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-21,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-22,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-23,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-24,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-25,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-26,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-27,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-28,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-29,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-30,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-05-31,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
2014-06-01,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
2014-06-02,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
2014-06-03,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
2014-06-04,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
2014-06-05,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
